ages Centile1 Centile2 Centile3 Centile4 Centile5 Centile6 Centile7 Centile8 Centile9 Centile10 Centile11 Centile12 Centile13 Centile14 Centile15 Centile16 Centile17 Centile18 Centile19 Centile20 Centile21 Centile22 Centile23 Centile24 Centile25 Centile26 Centile27 Centile28 Centile29 Centile30 Centile31 Centile32 Centile33 Centile34 Centile35 Centile36 Centile37 Centile38 Centile39 Centile40 Centile41 Centile42 Centile43 Centile44 Centile45 Centile46 Centile47 Centile48 Centile49 Centile50 Centile51 Centile52 Centile53 Centile54 Centile55 Centile56 Centile57 Centile58 Centile59 Centile60 Centile61 Centile62 Centile63 Centile64 Centile65 Centile66 Centile67 Centile68 Centile69 Centile70 Centile71 Centile72 Centile73 Centile74 Centile75 Centile76 Centile77 Centile78 Centile79 Centile80 Centile81 Centile82 Centile83 Centile84 Centile85 Centile86 Centile87 Centile88 Centile89 Centile90 Centile91 Centile92 Centile93 Centile94 Centile95 Centile96 Centile97 Centile98 Centile99 Centile100
65 69.0 68.0 68.0 68.0 68.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 66.0 67.0 66.0 66.0 67.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 64.0 65.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0 64.0
66 70.0 69.0 69.0 69.0 69.0 69.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 66.0 66.0 67.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 65.0 65.0 66.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0
67 72.0 71.0 70.0 70.0 70.0 70.0 70.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 68.0 69.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 67.0 68.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 66.0 67.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0 66.0
68 73.0 72.0 72.0 71.0 71.0 71.0 71.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 68.0 69.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 67.0 68.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0 67.0
69 74.0 73.0 73.0 73.0 72.0 72.0 72.0 72.0 72.0 71.0 72.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 69.0 70.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 68.0 69.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 68.0 67.0
70 75.0 74.0 74.0 74.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 71.0 72.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 70.0 71.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 69.0 70.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 69.0 68.0
71 77.0 75.0 75.0 75.0 75.0 74.0 74.0 74.0 74.0 74.0 74.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 70.0 71.0 70.0 71.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 70.0 69.0 69.0
72 78.0 77.0 76.0 76.0 76.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 71.0 70.0 70.0
73 79.0 78.0 78.0 77.0 77.0 77.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 74.0 75.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 72.0 71.0 71.0
74 80.0 79.0 79.0 79.0 78.0 78.0 78.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 76.0 77.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 73.0 72.0 72.0 72.0
75 82.0 80.0 80.0 80.0 79.0 79.0 79.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 77.0 78.0 77.0 77.0 78.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 76.0 77.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 73.0 73.0 73.0 73.0
76 83.0 82.0 81.0 81.0 80.0 80.0 80.0 80.0 80.0 79.0 80.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 74.0 74.0 74.0 74.0 74.0
77 84.0 83.0 82.0 82.0 82.0 81.0 81.0 81.0 81.0 81.0 81.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 77.0 77.0 77.0 77.0 78.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 76.0 75.0 75.0 75.0 75.0 75.0
78 85.0 84.0 83.0 83.0 83.0 82.0 82.0 82.0 82.0 82.0 82.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 78.0 78.0 78.0 78.0 79.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 77.0 78.0 77.0 77.0 78.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 77.0 76.0 76.0 76.0 76.0 76.0
79 87.0 85.0 85.0 84.0 84.0 84.0 83.0 83.0 83.0 83.0 83.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 79.0 79.0 79.0 79.0 80.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 78.0 79.0 78.0 78.0 79.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 78.0 77.0 77.0 77.0 77.0 77.0
80 88.0 86.0 86.0 86.0 85.0 85.0 85.0 84.0 84.0 84.0 84.0 84.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 80.0 80.0 81.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 79.0 80.0 79.0 79.0 80.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 78.0 78.0 78.0 78.0 78.0
81 89.0 88.0 87.0 87.0 86.0 86.0 86.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 81.0 81.0 82.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 80.0 81.0 80.0 80.0 81.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0 78.0
82 91.0 89.0 88.0 88.0 87.0 87.0 87.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 83.0 83.0 84.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 82.0 82.0 83.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 81.0 82.0 81.0 81.0 82.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 80.0 80.0 80.0 80.0 80.0 80.0 80.0 79.0
83 92.0 90.0 89.0 89.0 89.0 88.0 88.0 88.0 88.0 87.0 87.0 87.0 87.0 87.0 87.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 85.0 86.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 84.0 85.0 85.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 83.0 83.0 84.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 82.0 82.0 83.0 82.0 82.0 83.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 81.0 81.0 81.0 81.0 81.0 81.0 81.0 80.0
84 93.0 91.0 91.0 90.0 90.0 89.0 89.0 89.0 89.0 88.0 89.0 88.0 88.0 88.0 88.0 87.0 88.0 87.0 87.0 88.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 85.0 86.0 86.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 84.0 84.0 85.0 84.0 85.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 83.0 83.0 83.0 84.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 81.0
85 94.0 92.0 92.0 92.0 91.0 90.0 90.0 90.0 90.0 90.0 90.0 89.0 89.0 89.0 89.0 88.0 89.0 88.0 88.0 89.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 86.0 87.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 85.0 85.0 86.0 85.0 86.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 84.0 84.0 84.0 85.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 83.0 82.0 82.0
86 96.0 94.0 93.0 93.0 92.0 92.0 91.0 91.0 91.0 91.0 91.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 87.0 88.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 86.0 86.0 87.0 86.0 87.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 84.0 85.0 85.0 85.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 84.0 83.0 83.0
87 97.0 95.0 94.0 94.0 93.0 93.0 93.0 92.0 92.0 92.0 92.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 88.0 89.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 87.0 87.0 88.0 87.0 88.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 85.0 85.0 86.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 84.0 84.0
88 98.0 96.0 95.0 95.0 94.0 94.0 94.0 93.0 93.0 93.0 93.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 90.0 91.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 89.0 90.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 88.0 88.0 89.0 88.0 89.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 86.0 86.0 87.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 86.0 85.0 85.0
89 99.0 97.0 97.0 96.0 96.0 95.0 95.0 94.0 94.0 94.0 94.0 94.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 91.0 92.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 90.0 91.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 89.0 89.0 90.0 89.0 90.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 87.0 87.0 88.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 87.0 86.0 86.0 86.0
90 101.0 98.0 98.0 98.0 97.0 96.0 96.0 95.0 96.0 95.0 95.0 95.0 95.0 95.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 91.0 92.0 92.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 90.0 90.0 91.0 90.0 91.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 88.0 88.0 89.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 88.0 87.0 87.0 87.0
91 102.0 100.0 99.0 99.0 98.0 97.0 97.0 97.0 97.0 96.0 97.0 96.0 96.0 96.0 96.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 92.0 93.0 93.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 91.0 91.0 92.0 91.0 92.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 89.0 88.0 88.0 88.0
92 103.0 101.0 100.0 100.0 99.0 99.0 98.0 98.0 98.0 97.0 98.0 97.0 97.0 97.0 97.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 94.0 95.0 94.0 94.0 94.0 94.0 94.0 93.0 94.0 94.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 92.0 93.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 90.0 89.0 89.0 89.0 89.0
93 104.0 102.0 101.0 101.0 100.0 100.0 99.0 99.0 99.0 99.0 99.0 98.0 98.0 98.0 98.0 97.0 98.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 95.0 96.0 95.0 95.0 95.0 95.0 95.0 94.0 95.0 95.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 93.0 94.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 91.0 92.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 91.0 90.0 90.0 90.0 90.0 90.0
94 106.0 103.0 103.0 102.0 101.0 101.0 101.0 100.0 100.0 100.0 100.0 99.0 99.0 99.0 99.0 98.0 99.0 98.0 98.0 99.0 98.0 98.0 98.0 98.0 98.0 98.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 96.0 96.0 96.0 96.0 96.0 95.0 96.0 96.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 94.0 95.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 92.0 93.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 92.0 91.0 91.0 91.0 91.0 90.0
95 107.0 105.0 104.0 103.0 103.0 102.0 102.0 101.0 101.0 101.0 101.0 100.0 100.0 100.0 100.0 99.0 100.0 99.0 99.0 100.0 99.0 99.0 99.0 99.0 99.0 99.0 98.0 98.0 98.0 98.0 98.0 98.0 98.0 98.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 95.0 96.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 93.0 94.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 93.0 92.0 92.0 92.0 92.0 91.0
96 108.0 106.0 105.0 105.0 104.0 103.0 103.0 102.0 102.0 102.0 102.0 101.0 101.0 101.0 101.0 100.0 101.0 101.0 101.0 101.0 100.0 100.0 100.0 100.0 100.0 100.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 98.0 98.0 98.0 98.0 98.0 98.0 98.0 98.0 98.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 96.0 97.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 94.0 95.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 94.0 93.0 93.0 93.0 93.0 92.0
97 110.0 107.0 106.0 106.0 105.0 104.0 104.0 103.0 103.0 103.0 103.0 103.0 102.0 102.0 102.0 102.0 102.0 102.0 102.0 102.0 101.0 101.0 101.0 101.0 101.0 101.0 101.0 101.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 98.0 98.0 98.0 99.0 98.0 98.0 98.0 98.0 98.0 98.0 97.0 98.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 97.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 96.0 95.0 95.0 96.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 94.0 94.0 94.0 94.0 93.0
