"date","geography","geography code","Rural Urban","Variable: All usual residents; measures: Value","Variable: Males; measures: Value","Variable: Females; measures: Value","Variable: Lives in a household; measures: Value","Variable: Lives in a communal establishment; measures: Value","Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value","Variable: Area (Hectares); measures: Value","Variable: Density (number of persons per hectare); measures: Value"
"2011","DA11 0","DA11 0","Total",8909,4556,4353,8720,189,100,124.20,71.7
"2011","DA11 7","DA11 7","Total",9009,4361,4648,8971,38,94,232.54,38.7
"2011","DA11 8","DA11 8","Total",10962,5328,5634,10803,159,78,326.18,33.6
"2011","DA11 9","DA11 9","Total",9179,4580,4599,9119,60,58,350.98,26.2
"2011","DA12 1","DA12 1","Total",6711,3454,3257,6584,127,77,124.50,53.9
"2011","DA12 2","DA12 2","Total",8904,4509,4395,8903,1,68,521.60,17.1
"2011","DA12 3","DA12 3","Total",2356,1136,1220,2282,74,34,2346.37,1.0
"2011","DA12 4","DA12 4","Total",14437,7045,7392,14437,0,142,444.30,32.5
"2011","DA12 5","DA12 5","Total",14984,7227,7757,14934,50,148,279.09,53.7
"2011","DA13 0","DA13 0","Total",9007,4394,4613,8978,29,151,2899.96,3.1
"2011","DA13 9","DA13 9","Total",5442,2672,2770,5392,50,89,1887.59,2.9
"2011","DA14 4","DA14 4","Total",9774,4629,5145,9759,15,113,246.84,39.6
"2011","DA14 5","DA14 5","Total",4193,1978,2215,4174,19,29,603.69,6.9
"2011","DA14 6","DA14 6","Total",7216,3213,4003,7091,125,66,202.20,35.7
"2011","DA15 7","DA15 7","Total",5408,2619,2789,5115,293,72,101.52,53.3
"2011","DA15 8","DA15 8","Total",14900,7196,7704,14783,117,136,251.13,59.3
"2011","DA15 9","DA15 9","Total",9119,4440,4679,9119,0,118,239.94,38.0
"2011","DA16 1","DA16 1","Total",12574,6086,6488,12574,0,132,172.80,72.8
"2011","DA16 2","DA16 2","Total",14284,6906,7378,14284,0,181,245.72,58.1
"2011","DA16 3","DA16 3","Total",9054,4348,4706,8991,63,80,188.84,47.9
"2011","DA17 5","DA17 5","Total",10470,5054,5416,10457,13,96,169.28,61.9
"2011","DA17 6","DA17 6","Total",6634,3169,3465,6634,0,55,305.52,21.7
"2011","DA18 4","DA18 4","Total",4939,2397,2542,4925,14,68,278.86,17.7
"2011","DA2  6","DA2  6","Total",9647,4791,4856,9332,315,72,439.12,22.0
"2011","DA2  7","DA2  7","Total",11704,5651,6053,11450,254,145,1594.83,7.3
"2011","DA2  8","DA2  8","Total",1643,800,843,1643,0,8,337.52,4.9
"2011","DA3  7","DA3  7","Total",7825,3722,4103,7639,186,152,543.90,14.4
"2011","DA3  8","DA3  8","Total",8923,4362,4561,8895,28,148,1297.87,6.9
"2011","DA4  0","DA4  0","Total",3133,1517,1616,3122,11,66,2418.62,1.3
"2011","DA4  9","DA4  9","Total",5929,2857,3072,5894,35,57,1471.56,4.0
"2011","DA5  1","DA5  1","Total",6994,3429,3565,6974,20,92,263.41,26.6
"2011","DA5  2","DA5  2","Total",5262,2606,2656,5199,63,76,335.86,15.7
"2011","DA5  3","DA5  3","Total",8568,4199,4369,8568,0,105,229.14,37.4
"2011","DA6  7","DA6  7","Total",4244,2051,2193,4227,17,49,119.14,35.6
"2011","DA6  8","DA6  8","Total",5602,2752,2850,5589,13,73,144.97,38.6
"2011","DA7  4","DA7  4","Total",12266,5845,6421,12127,139,161,218.58,56.1
"2011","DA7  5","DA7  5","Total",12231,5952,6279,12203,28,174,235.69,51.9
"2011","DA7  6","DA7  6","Total",11043,5324,5719,11033,10,112,241.79,45.7
"2011","DA8  1","DA8  1","Total",13375,6450,6925,13364,11,144,248.70,53.8
"2011","DA8  2","DA8  2","Total",10921,5221,5700,10913,8,99,437.34,25.0
"2011","DA8  3","DA8  3","Total",10263,4966,5297,10142,121,83,178.32,57.6
"2011","DA9  9","DA9  9","Total",13089,6622,6467,12969,120,78,940.80,13.9
"2011","DE1  1","DE1  1","Total",5044,2769,2275,4551,493,36,115.91,43.5
"2011","DE1  2","DE1  2","Total",2422,1418,1004,2285,137,7,121.54,19.9
"2011","DE1  3","DE1  3","Total",6341,3385,2956,5427,914,80,122.23,51.9
"2011","DE11 0","DE11 0","Total",15296,7592,7704,15279,17,102,616.26,24.8
"2011","DE11 7","DE11 7","Total",9745,4839,4906,9694,51,92,1325.31,7.4
"2011","DE11 8","DE11 8","Total",6022,2992,3030,6008,14,49,847.66,7.1
"2011","DE11 9","DE11 9","Total",12746,6366,6380,12628,118,106,743.19,17.2
"2011","DE12 6","DE12 6","Total",7566,3705,3861,7516,50,67,1435.57,5.3
"2011","DE12 7","DE12 7","Total",9101,4598,4503,9097,4,106,2838.29,3.2
"2011","DE12 8","DE12 8","Total",3795,1899,1896,3652,143,53,5308.46,0.7
"2011","DE13 0","DE13 0","Total",18922,9168,9754,18782,140,182,861.88,22.0
"2011","DE13 7","DE13 7","Total",4128,1999,2129,4076,52,82,2478.43,1.7
"2011","DE13 8","DE13 8","Total",7962,3823,4139,7885,77,169,8511.95,0.9
"2011","DE13 9","DE13 9","Total",9584,4684,4900,9558,26,166,4605.99,2.1
"2011","DE14 1","DE14 1","Total",2468,1300,1168,2427,41,17,480.67,5.1
"2011","DE14 2","DE14 2","Total",12501,6192,6309,12423,78,94,422.78,29.6
"2011","DE14 3","DE14 3","Total",13875,7072,6803,13783,92,113,925.74,15.0
"2011","DE15 0","DE15 0","Total",9676,4710,4966,9397,279,91,1849.24,5.2
"2011","DE15 9","DE15 9","Total",14516,7102,7414,14382,134,154,1873.21,7.7
"2011","DE21 2","DE21 2","Total",10435,5154,5281,10414,21,113,236.60,44.1
"2011","DE21 4","DE21 4","Total",13248,6397,6851,13192,56,72,381.24,34.7
"2011","DE21 5","DE21 5","Total",3623,1763,1860,3613,10,83,1467.43,2.5
"2011","DE21 6","DE21 6","Total",17333,8466,8867,17219,114,92,607.09,28.6
"2011","DE21 7","DE21 7","Total",12377,6064,6313,12267,110,92,797.01,15.5
"2011","DE22 1","DE22 1","Total",6464,3143,3321,6302,162,116,315.17,20.5
"2011","DE22 2","DE22 2","Total",13622,6598,7024,13621,1,257,647.61,21.0
"2011","DE22 3","DE22 3","Total",17663,9156,8507,16770,893,113,321.67,54.9
"2011","DE22 4","DE22 4","Total",7862,3740,4122,7856,6,53,1426.12,5.5
"2011","DE22 5","DE22 5","Total",933,476,457,933,0,33,448.98,2.1
"2011","DE23 1","DE23 1","Total",8516,4096,4420,8374,142,100,174.11,48.9
"2011","DE23 2","DE23 2","Total",3042,1419,1623,3042,0,29,107.71,28.2
"2011","DE23 3","DE23 3","Total",6045,2945,3100,6045,0,133,146.32,41.3
"2011","DE23 4","DE23 4","Total",2686,1278,1408,2686,0,60,169.69,15.8
"2011","DE23 6","DE23 6","Total",18975,9539,9436,18713,262,247,306.01,62.0
"2011","DE23 8","DE23 8","Total",20636,10467,10169,20400,236,110,292.78,70.5
"2011","DE24 0","DE24 0","Total",15565,7622,7943,15450,115,94,478.23,32.5
"2011","DE24 1","DE24 1","Total",1010,527,483,1010,0,4,92.07,11.0
"2011","DE24 3","DE24 3","Total",6249,3133,3116,6249,0,58,274.75,22.7
"2011","DE24 5","DE24 5","Total",1287,661,626,1287,0,13,180.12,7.1
"2011","DE24 8","DE24 8","Total",16740,8218,8522,16582,158,89,593.59,28.2
"2011","DE24 9","DE24 9","Total",13672,6587,7085,13538,134,94,438.09,31.2
"2011","DE3  0","DE3  0","Total",7926,3772,4154,7872,54,142,214.46,37.0
"2011","DE3  9","DE3  9","Total",9082,4437,4645,8990,92,163,341.53,26.6
"2011","DE4  2","DE4  2","Total",9049,4398,4651,8982,67,155,8392.11,1.1
"2011","DE4  3","DE4  3","Total",12089,5951,6138,11883,206,200,2217.84,5.5
"2011","DE4  4","DE4  4","Total",6817,3431,3386,6798,19,103,5836.66,1.2
"2011","DE4  5","DE4  5","Total",5211,2579,2632,5178,33,102,2662.59,2.0
"2011","DE45 1","DE45 1","Total",8676,4087,4589,8398,278,195,13050.21,0.7
"2011","DE5  3","DE5  3","Total",13279,6480,6799,13118,161,114,1204.04,11.0
"2011","DE5  8","DE5  8","Total",3907,1942,1965,3907,0,40,1309.97,3.0
"2011","DE5  9","DE5  9","Total",4847,2408,2439,4773,74,31,531.67,9.1
"2011","DE55 1","DE55 1","Total",6751,3336,3415,6719,32,88,557.63,12.1
"2011","DE55 2","DE55 2","Total",7161,3561,3600,7109,52,42,652.33,11.0
"2011","DE55 3","DE55 3","Total",3781,1935,1846,3758,23,30,179.96,21.0
"2011","DE55 4","DE55 4","Total",8558,4230,4328,8529,29,39,916.67,9.3
"2011","DE55 5","DE55 5","Total",8176,4016,4160,8083,93,57,1661.89,4.9
"2011","DE55 6","DE55 6","Total",7312,3563,3749,7253,59,62,3216.78,2.3
"2011","DE55 7","DE55 7","Total",9485,4644,4841,9308,177,67,1816.49,5.2
"2011","DE56 0","DE56 0","Total",12408,6046,6362,12260,148,165,1507.49,8.2
"2011","DE56 1","DE56 1","Total",13418,6568,6850,13244,174,130,446.22,30.1
"2011","DE56 2","DE56 2","Total",9172,4626,4546,9097,75,129,7481.56,1.2
"2011","DE56 4","DE56 4","Total",5376,2598,2778,5316,60,180,1283.64,4.2
"2011","DE6  1","DE6  1","Total",11115,5443,5672,11011,104,218,9804.67,1.1
"2011","DE6  2","DE6  2","Total",5392,2662,2730,5332,60,116,14587.62,0.4
"2011","DE6  3","DE6  3","Total",3518,1679,1839,3486,32,67,6502.40,0.5
"2011","DE6  4","DE6  4","Total",1060,523,537,1033,27,29,2558.92,0.4
"2011","DE6  5","DE6  5","Total",4508,2521,1987,3794,714,61,7243.59,0.6
"2011","DE65 5","DE65 5","Total",11968,5871,6097,11783,185,129,4364.28,2.7
"2011","DE65 6","DE65 6","Total",11488,5740,5748,10751,737,219,7524.29,1.5
"2011","DE7  4","DE7  4","Total",12656,6194,6462,12547,109,73,2283.89,5.5
"2011","DE7  5","DE7  5","Total",9980,4939,5041,9855,125,54,318.11,31.4
"2011","DE7  6","DE7  6","Total",10477,5109,5368,10270,207,139,3271.69,3.2
"2011","DE7  8","DE7  8","Total",13685,6714,6971,13509,176,64,421.43,32.5
"2011","DE7  9","DE7  9","Total",3118,1541,1577,3118,0,24,96.54,32.3
"2011","DE72 2","DE72 2","Total",4120,2020,2100,4088,32,74,2071.95,2.0
"2011","DE72 3","DE72 3","Total",16105,7788,8317,15910,195,211,3811.36,4.2
"2011","DE73 5","DE73 5","Total",4815,2366,2449,4796,19,62,186.24,25.9
"2011","DE73 6","DE73 6","Total",6566,3162,3404,6557,9,95,223.54,29.4
"2011","DE73 7","DE73 7","Total",1799,909,890,1799,0,38,3837.19,0.5
"2011","DE73 8","DE73 8","Total",5872,2900,2972,5857,15,135,3188.94,1.8
"2011","DE74 2","DE74 2","Total",11491,5762,5729,11363,128,160,4414.29,2.6
"2011","DE75 7","DE75 7","Total",18713,9233,9480,18595,118,131,1463.54,12.8
"2011","DH1  1","DH1  1","Total",9337,4642,4695,8899,438,92,576.10,16.2
"2011","DH1  2","DH1  2","Total",8622,4156,4466,8488,134,103,1327.27,6.5
"2011","DH1  3","DH1  3","Total",9701,5060,4641,4045,5656,161,885.11,11.0
"2011","DH1  4","DH1  4","Total",7661,3867,3794,7421,240,191,383.89,20.0
"2011","DH1  5","DH1  5","Total",14544,7319,7225,13131,1413,244,1504.11,9.7
"2011","DH2  1","DH2  1","Total",10749,5234,5515,10681,68,86,994.57,10.8
"2011","DH2  2","DH2  2","Total",10239,4854,5385,10154,85,72,546.01,18.8
"2011","DH2  3","DH2  3","Total",9439,4684,4755,9354,85,115,1100.06,8.6
"2011","DH3  1","DH3  1","Total",7331,3505,3826,7264,67,54,358.40,20.5
"2011","DH3  2","DH3  2","Total",5578,2705,2873,5526,52,21,258.76,21.6
"2011","DH3  3","DH3  3","Total",6677,3248,3429,6614,63,66,337.67,19.8
"2011","DH3  4","DH3  4","Total",6318,2996,3322,6318,0,63,1122.90,5.6
"2011","DH4  4","DH4  4","Total",8240,4039,4201,8180,60,45,795.37,10.4
"2011","DH4  5","DH4  5","Total",6848,3304,3544,6782,66,29,258.86,26.5
"2011","DH4  6","DH4  6","Total",8944,4273,4671,8830,114,67,1969.67,4.5
"2011","DH4  7","DH4  7","Total",9439,4621,4818,9392,47,65,426.92,22.1
"2011","DH5  0","DH5  0","Total",7166,3472,3694,7159,7,28,1042.31,6.9
"2011","DH5  8","DH5  8","Total",5870,2827,3043,5858,12,33,623.97,9.4
"2011","DH5  9","DH5  9","Total",6498,3135,3363,6436,62,39,1018.27,6.4
"2011","DH6  1","DH6  1","Total",6792,3317,3475,6792,0,66,2592.69,2.6
"2011","DH6  2","DH6  2","Total",9222,4611,4611,9163,59,54,2260.67,4.1
"2011","DH6  3","DH6  3","Total",5601,2792,2809,5555,46,27,1054.92,5.3
"2011","DH6  4","DH6  4","Total",7027,3473,3554,7009,18,58,2850.06,2.5
"2011","DH6  5","DH6  5","Total",4750,2336,2414,4683,67,46,1289.58,3.7
"2011","DH7  0","DH7  0","Total",5646,2759,2887,5642,4,77,5138.74,1.1
"2011","DH7  6","DH7  6","Total",8411,4175,4236,8383,28,69,2746.66,3.1
"2011","DH7  7","DH7  7","Total",7936,3861,4075,7869,67,77,2137.34,3.7
"2011","DH7  8","DH7  8","Total",9980,4855,5125,9900,80,114,2633.90,3.8
"2011","DH7  9","DH7  9","Total",9402,4533,4869,9290,112,78,3730.25,2.5
"2011","DH8  0","DH8  0","Total",6805,3350,3455,6708,97,76,579.84,11.7
"2011","DH8  5","DH8  5","Total",6301,3139,3162,6222,79,62,277.00,22.7
"2011","DH8  6","DH8  6","Total",6940,3435,3505,6777,163,60,1548.35,4.5
"2011","DH8  7","DH8  7","Total",9034,4354,4680,8918,116,58,913.61,9.9
"2011","DH8  8","DH8  8","Total",6616,3185,3431,6593,23,37,577.74,11.5
"2011","DH8  9","DH8  9","Total",2855,1416,1439,2839,16,54,21037.34,0.1
"2011","DH9  0","DH9  0","Total",4757,2372,2385,4635,122,46,841.10,5.7
"2011","DH9  6","DH9  6","Total",10256,5007,5249,10115,141,30,967.25,10.6
"2011","DH9  7","DH9  7","Total",7979,3876,4103,7924,55,40,773.79,10.3
"2011","DH9  8","DH9  8","Total",6866,3360,3506,6864,2,37,784.17,8.8
"2011","DH9  9","DH9  9","Total",6834,3344,3490,6799,35,52,1390.48,4.9
"2011","DL1  1","DL1  1","Total",5013,2463,2550,4930,83,32,339.89,14.7
"2011","DL1  2","DL1  2","Total",11974,5778,6196,11716,258,84,348.20,34.4
"2011","DL1  3","DL1  3","Total",8602,4190,4412,8600,2,114,3877.65,2.2
"2011","DL1  4","DL1  4","Total",14290,6971,7319,13984,306,82,319.21,44.8
"2011","DL1  5","DL1  5","Total",6492,3180,3312,6414,78,62,154.31,42.1
"2011","DL10 4","DL10 4","Total",5249,2548,2701,5192,57,85,1052.86,5.0
"2011","DL10 5","DL10 5","Total",3414,1605,1809,3410,4,77,3323.54,1.0
"2011","DL10 6","DL10 6","Total",2858,1403,1455,2720,138,62,5937.66,0.5
"2011","DL10 7","DL10 7","Total",6903,3639,3264,6235,668,142,2501.99,2.8
"2011","DL11 6","DL11 6","Total",2030,1011,1019,2018,12,44,30873.11,0.1
"2011","DL11 7","DL11 7","Total",3278,1652,1626,3262,16,94,23415.93,0.1
"2011","DL12 0","DL12 0","Total",2494,1241,1253,2483,11,33,29750.90,0.1
"2011","DL12 8","DL12 8","Total",6802,3217,3585,6425,377,109,5728.14,1.2
"2011","DL12 9","DL12 9","Total",3111,1771,1340,2637,474,63,18595.23,0.2
"2011","DL13 1","DL13 1","Total",1481,732,749,1478,3,22,10357.00,0.1
"2011","DL13 2","DL13 2","Total",3100,1563,1537,3056,44,47,15199.72,0.2
"2011","DL13 3","DL13 3","Total",3119,1516,1603,3119,0,49,14286.20,0.2
"2011","DL13 4","DL13 4","Total",3154,1576,1578,3122,32,21,4425.71,0.7
"2011","DL13 5","DL13 5","Total",3304,1648,1656,3303,1,22,4466.78,0.7
"2011","DL14 0","DL14 0","Total",6311,3076,3235,6257,54,90,1981.48,3.2
"2011","DL14 6","DL14 6","Total",11580,5412,6168,11340,240,108,414.35,27.9
"2011","DL14 7","DL14 7","Total",4682,2250,2432,4617,65,57,785.32,6.0
"2011","DL14 8","DL14 8","Total",6803,3405,3398,6773,30,31,2092.08,3.3
"2011","DL14 9","DL14 9","Total",7696,3714,3982,7590,106,54,2104.89,3.7
"2011","DL15 0","DL15 0","Total",8730,4332,4398,8607,123,81,2119.67,4.1
"2011","DL15 8","DL15 8","Total",5297,2580,2717,5235,62,34,2252.22,2.4
"2011","DL15 9","DL15 9","Total",8470,4126,4344,8407,63,70,1279.17,6.6
"2011","DL16 6","DL16 6","Total",11219,5503,5716,11219,0,98,974.15,11.5
"2011","DL16 7","DL16 7","Total",8597,4242,4355,8549,48,72,2074.03,4.1
"2011","DL17 0","DL17 0","Total",4954,2419,2535,4918,36,41,1765.61,2.8
"2011","DL17 8","DL17 8","Total",8942,4357,4585,8871,71,47,870.62,10.3
"2011","DL17 9","DL17 9","Total",3776,1847,1929,3742,34,32,1688.09,2.2
"2011","DL2  1","DL2  1","Total",5868,2860,3008,5669,199,68,4773.56,1.2
"2011","DL2  2","DL2  2","Total",7198,3545,3653,7164,34,155,12550.01,0.6
"2011","DL2  3","DL2  3","Total",3914,1892,2022,3914,0,59,8559.49,0.5
"2011","DL3  0","DL3  0","Total",15145,7452,7693,15047,98,132,564.07,26.8
"2011","DL3  6","DL3  6","Total",8624,4318,4306,8500,124,66,102.77,83.9
"2011","DL3  7","DL3  7","Total",4094,2044,2050,3998,96,88,120.15,34.1
"2011","DL3  8","DL3  8","Total",7742,3652,4090,7575,167,198,483.88,16.0
"2011","DL3  9","DL3  9","Total",9107,4351,4756,9092,15,132,218.00,41.8
"2011","DL4  1","DL4  1","Total",4942,2411,2531,4880,62,33,701.78,7.0
"2011","DL4  2","DL4  2","Total",5034,2445,2589,4972,62,33,360.87,13.9
"2011","DL5  4","DL5  4","Total",9515,4617,4898,9337,178,107,858.76,11.1
"2011","DL5  5","DL5  5","Total",6185,2889,3296,6177,8,49,202.90,30.5
"2011","DL5  6","DL5  6","Total",3997,1977,2020,3997,0,65,2551.62,1.6
"2011","DL5  7","DL5  7","Total",9643,4693,4950,9533,110,102,584.88,16.5
"2011","DL6  1","DL6  1","Total",8869,4380,4489,8644,225,97,1719.16,5.2
"2011","DL6  2","DL6  2","Total",3981,1975,2006,3981,0,82,8782.86,0.5
"2011","DL6  3","DL6  3","Total",2665,1322,1343,2662,3,65,9902.36,0.3
"2011","DL7  0","DL7  0","Total",3135,1564,1571,3134,1,79,10305.75,0.3
"2011","DL7  8","DL7  8","Total",7726,3691,4035,7612,114,133,586.10,13.2
"2011","DL7  9","DL7  9","Total",5357,2875,2482,4647,710,81,5408.50,1.0
"2011","DL8  1","DL8  1","Total",4562,2301,2261,4400,162,107,6920.74,0.7
"2011","DL8  2","DL8  2","Total",4514,2225,2289,4484,30,73,8761.77,0.5
"2011","DL8  3","DL8  3","Total",2928,1449,1479,2924,4,49,27686.44,0.1
"2011","DL8  4","DL8  4","Total",3071,1498,1573,3055,16,55,23257.68,0.1
"2011","DL8  5","DL8  5","Total",3575,1743,1832,3534,41,44,6949.72,0.5
"2011","DL9  3","DL9  3","Total",7423,5065,2358,4625,2798,95,1172.65,6.3
"2011","DL9  4","DL9  4","Total",8436,4324,4112,7684,752,100,1542.53,5.5
"2011","DN1  1","DN1  1","Total",307,156,151,307,0,0,12.87,23.9
"2011","DN1  2","DN1  2","Total",6392,3433,2959,6160,232,58,208.19,30.7
"2011","DN1  3","DN1  3","Total",2036,1152,884,2036,0,12,58.21,35.0
"2011","DN10 4","DN10 4","Total",5286,2637,2649,5241,45,92,5722.11,0.9
"2011","DN10 5","DN10 5","Total",1631,820,811,1555,76,44,2537.78,0.6
"2011","DN10 6","DN10 6","Total",5169,2542,2627,5159,10,109,5527.21,0.9
"2011","DN11 0","DN11 0","Total",13537,6543,6994,13354,183,83,1230.34,11.0
"2011","DN11 8","DN11 8","Total",8294,4041,4253,8177,117,55,1549.24,5.4
"2011","DN11 9","DN11 9","Total",6521,3090,3431,6425,96,102,4619.12,1.4
"2011","DN12 1","DN12 1","Total",7856,3819,4037,7812,44,36,780.08,10.1
"2011","DN12 2","DN12 2","Total",5928,2908,3020,5922,6,37,197.27,30.1
"2011","DN12 3","DN12 3","Total",5803,2805,2998,5742,61,27,223.99,25.9
"2011","DN12 4","DN12 4","Total",4532,2174,2358,4448,84,19,463.77,9.8
"2011","DN14 0","DN14 0","Total",7301,3653,3648,7268,33,84,6632.40,1.1
"2011","DN14 5","DN14 5","Total",7850,3904,3946,7725,125,48,478.16,16.4
"2011","DN14 6","DN14 6","Total",12960,6285,6675,12787,173,88,538.33,24.1
"2011","DN14 7","DN14 7","Total",7172,3570,3602,7142,30,69,10997.93,0.7
"2011","DN14 8","DN14 8","Total",4824,2400,2424,4733,91,53,9305.28,0.5
"2011","DN14 9","DN14 9","Total",6135,2955,3180,6082,53,86,5331.12,1.2
"2011","DN15 0","DN15 0","Total",1067,523,544,981,86,13,4221.78,0.3
"2011","DN15 6","DN15 6","Total",5106,2683,2423,5070,36,30,464.10,11.0
"2011","DN15 7","DN15 7","Total",8581,4364,4217,8495,86,81,217.05,39.5
"2011","DN15 8","DN15 8","Total",12187,6048,6139,12061,126,111,2461.06,5.0
"2011","DN15 9","DN15 9","Total",9662,4816,4846,9623,39,107,6880.19,1.4
"2011","DN16 1","DN16 1","Total",9044,4425,4619,8999,45,60,1040.65,8.7
"2011","DN16 2","DN16 2","Total",8659,4200,4459,8559,100,56,200.56,43.2
"2011","DN16 3","DN16 3","Total",13964,6829,7135,13854,110,153,1607.78,8.7
"2011","DN17 1","DN17 1","Total",12004,5913,6091,11920,84,95,430.66,27.9
"2011","DN17 2","DN17 2","Total",11511,5598,5913,11425,86,88,1406.61,8.2
"2011","DN17 3","DN17 3","Total",7315,3626,3689,7275,40,88,5427.36,1.3
"2011","DN17 4","DN17 4","Total",6358,3216,3142,6324,34,89,8126.98,0.8
"2011","DN18 5","DN18 5","Total",8684,4254,4430,8594,90,86,486.29,17.9
"2011","DN18 6","DN18 6","Total",3033,1437,1596,3017,16,33,2717.20,1.1
"2011","DN19 7","DN19 7","Total",6282,3136,3146,6206,76,75,4365.04,1.4
"2011","DN2  4","DN2  4","Total",8183,4014,4169,8092,91,64,420.90,19.4
"2011","DN2  5","DN2  5","Total",8087,4004,4083,7995,92,113,227.34,35.6
"2011","DN2  6","DN2  6","Total",8281,3930,4351,8212,69,57,267.59,30.9
"2011","DN20 0","DN20 0","Total",6875,3338,3537,6754,121,82,8404.23,0.8
"2011","DN20 8","DN20 8","Total",6812,3354,3458,6669,143,84,1396.53,4.9
"2011","DN20 9","DN20 9","Total",5500,2707,2793,5464,36,79,2462.05,2.2
"2011","DN21 1","DN21 1","Total",11713,5724,5989,11548,165,73,757.60,15.5
"2011","DN21 2","DN21 2","Total",6795,3274,3521,6778,17,60,212.76,31.9
"2011","DN21 3","DN21 3","Total",7346,3562,3784,7155,191,96,9314.84,0.8
"2011","DN21 4","DN21 4","Total",5138,2580,2558,5006,132,93,10609.03,0.5
"2011","DN21 5","DN21 5","Total",6229,3066,3163,6098,131,92,14079.54,0.4
"2011","DN22 0","DN22 0","Total",4803,2549,2254,4354,449,88,8725.50,0.6
"2011","DN22 6","DN22 6","Total",7447,3617,3830,7256,191,87,695.57,10.7
"2011","DN22 7","DN22 7","Total",14903,7300,7603,14813,90,189,1187.29,12.6
"2011","DN22 8","DN22 8","Total",5826,3365,2461,4690,1136,92,8915.22,0.7
"2011","DN22 9","DN22 9","Total",3107,1540,1567,3107,0,60,7771.72,0.4
"2011","DN3  1","DN3  1","Total",8327,4096,4231,8321,6,75,1334.99,6.2
"2011","DN3  2","DN3  2","Total",11824,5786,6038,11737,87,98,578.58,20.4
"2011","DN3  3","DN3  3","Total",9918,4789,5129,9831,87,104,2159.49,4.6
"2011","DN31 1","DN31 1","Total",1928,966,962,1928,0,2,193.89,9.9
"2011","DN31 2","DN31 2","Total",7481,3675,3806,7461,20,48,191.89,39.0
"2011","DN31 3","DN31 3","Total",210,122,88,210,0,0,11.93,17.6
"2011","DN32 0","DN32 0","Total",6619,3353,3266,6408,211,91,198.19,33.4
"2011","DN32 7","DN32 7","Total",6663,3494,3169,6641,22,26,200.46,33.2
"2011","DN32 8","DN32 8","Total",8466,4133,4333,8458,8,42,257.25,32.9
"2011","DN32 9","DN32 9","Total",8509,4344,4165,8364,145,39,169.69,50.1
"2011","DN33 1","DN33 1","Total",7111,3381,3730,7069,42,34,139.47,51.0
"2011","DN33 2","DN33 2","Total",5126,2468,2658,4977,149,72,228.75,22.4
"2011","DN33 3","DN33 3","Total",7301,3538,3763,7255,46,72,210.00,34.8
"2011","DN34 4","DN34 4","Total",8407,4040,4367,8214,193,93,205.58,40.9
"2011","DN34 5","DN34 5","Total",10594,5125,5469,10462,132,64,307.65,34.4
"2011","DN35 0","DN35 0","Total",8606,4078,4528,8536,70,93,439.97,19.6
"2011","DN35 7","DN35 7","Total",11839,5866,5973,11818,21,61,169.26,69.9
"2011","DN35 8","DN35 8","Total",8185,4030,4155,7972,213,45,130.88,62.5
"2011","DN35 9","DN35 9","Total",5931,2820,3111,5930,1,38,142.23,41.7
"2011","DN36 4","DN36 4","Total",10848,5314,5534,10718,130,150,1485.24,7.3
"2011","DN36 5","DN36 5","Total",8255,4030,4225,8147,108,139,8068.60,1.0
"2011","DN37 0","DN37 0","Total",7975,3831,4144,7741,234,138,6256.59,1.3
"2011","DN37 7","DN37 7","Total",3542,1764,1778,3516,26,52,2459.24,1.4
"2011","DN37 8","DN37 8","Total",400,197,203,370,30,6,3249.68,0.1
"2011","DN37 9","DN37 9","Total",9828,4826,5002,9793,35,84,491.83,20.0
"2011","DN38 6","DN38 6","Total",3023,1467,1556,3008,15,53,5491.96,0.6
"2011","DN39 6","DN39 6","Total",2846,1389,1457,2846,0,33,6101.62,0.5
"2011","DN4  0","DN4  0","Total",10620,5352,5268,10558,62,84,241.25,44.0
"2011","DN4  5","DN4  5","Total",5407,2682,2725,5398,9,51,412.52,13.1
"2011","DN4  6","DN4  6","Total",11640,5637,6003,11506,134,164,750.05,15.5
"2011","DN4  7","DN4  7","Total",7766,3723,4043,7669,97,154,245.87,31.6
"2011","DN4  8","DN4  8","Total",7638,3766,3872,7631,7,70,573.83,13.3
"2011","DN4  9","DN4  9","Total",10344,5094,5250,10248,96,102,480.46,21.5
"2011","DN40 1","DN40 1","Total",5650,2715,2935,5562,88,35,1367.68,4.1
"2011","DN40 2","DN40 2","Total",3992,1995,1997,3992,0,25,306.26,13.0
"2011","DN40 3","DN40 3","Total",2657,1323,1334,2657,0,23,4276.23,0.6
"2011","DN41 7","DN41 7","Total",2940,1456,1484,2936,4,55,1136.26,2.6
"2011","DN41 8","DN41 8","Total",3326,1611,1715,3286,40,57,4172.84,0.8
"2011","DN5  0","DN5  0","Total",9827,4751,5076,9730,97,64,2534.12,3.9
"2011","DN5  7","DN5  7","Total",8833,4286,4547,8776,57,175,6567.90,1.3
"2011","DN5  8","DN5  8","Total",11474,5817,5657,10835,639,131,680.57,16.9
"2011","DN5  9","DN5  9","Total",10730,5204,5526,10706,24,91,298.14,36.0
"2011","DN6  0","DN6  0","Total",6283,3119,3164,6235,48,29,3072.15,2.0
"2011","DN6  7","DN6  7","Total",10737,5291,5446,10672,65,58,818.95,13.1
"2011","DN6  8","DN6  8","Total",8688,4220,4468,8597,91,43,1715.39,5.1
